koi_fpflag_co,koi_time0,koi_impact,koi_duration,koi_depth,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_ldm_coeff2,koi_model_snr,koi_count,koi_tce_plnt_num,koi_smet,ra,dec,koi_fwm_sdec,koi_fwm_srao,koi_fittype_ls,koi_fittype_lsmcmc,koi_fittype_mcmc,koi_disposition
0.0,2454965.808,0.838,1.9123,64776.0,1.80624,21.79,0.0218,81.83,1329.0,739.19,5.89,0.3058,119.7,1.0,1.0,-1.04,292.47943,47.83461,47.8345576,0.157,0.0,1.0,0.0,1
0.0,2454966.65,0.004,14.0957,22720.0,0.02133,52.74,0.0513,89.93,1795.0,2458.34,2.8212,0.1235,140.9,1.0,1.0,-0.12,296.97522,47.886551,47.8865399,-0.08,0.0,1.0,0.0,1
0.0,2455017.77,1.3248505882352943,3.19,30819.250588235293,11.76777905882353,346.7316470588235,0.35837882352941186,89.36482352941177,511.7294117647059,38.18317647058823,108.39126705882353,0.2553258823529412,326.795294117647,2.0,1.0,-0.11152941176470586,295.43433,44.53112,44.53079,0.6,0.0,0.0,0.0,1
0.0,2454966.328,0.198,4.32532,66720.0,0.58818,26.36,0.0419,88.27,1360.0,810.38,6.5797,0.3032,1561.2,1.0,1.0,-0.24,294.33139,42.093979,42.09392777,-0.03798,0.0,1.0,0.0,1
0.0,2454968.14,0.872,2.8951,60401.0,1.22902,33.44,0.0477,84.92,1205.0,498.48,9.86,0.2889,275.6,1.0,1.0,-0.12,297.47104,42.087898,42.08803172,0.4978,0.0,1.0,0.0,1
0.0,2454968.162,0.174,4.77434,142310.0,1.0267,31.71,0.056,89.16,930.0,176.7,11.8744,0.2521,1517.7,1.0,1.0,-0.34,292.63113,42.180779,42.18084824,-0.03965,0.0,1.0,0.0,1
0.0,2454965.474,1.083,3.2232,65124.0,0.44687,59.12,0.0268,73.78,1797.0,2473.29,3.877,0.302,316.9,1.0,1.0,-0.12,286.99765,42.46516,42.46508311,0.03094,0.0,1.0,0.0,1
1.0,2454986.397,1.264,3.9623,5754.6,0.58855,33.1,0.2055,87.85,501.0,14.95,33.7,0.2327,170.8,1.0,1.0,-0.04,297.01459,42.789169,42.787947,1.109,0.0,1.0,0.0,1
0.0,2454966.126,0.457,8.57374,430420.0,0.29245,70.33,0.0588,86.51,1050.0,287.6,7.5091,0.2622,3921.8,1.0,1.0,-0.02,282.05328,42.864952,42.86489925,-0.28393,0.0,1.0,0.0,1
0.0,2454964.671,1.225,2.994,16112.0,0.36351,66.94,0.0445,78.78,1464.0,1089.0,6.3,0.2787,33.4,1.0,1.0,-0.26,295.65799,42.801239,42.8012786,-0.018,0.0,1.0,0.0,1
0.0,2454964.801,0.593,6.90375,316750.0,0.30865,64.49,0.0462,84.2,1266.0,606.41,5.8672,0.3032,3217.6,1.0,1.0,-0.2,291.80966,42.981609,42.9816346,0.07862,0.0,1.0,0.0,1
0.0,2454965.516,0.6458,21.34,29.3,0.00359,0.81,0.0401,53.86,1744.0,2188.14,1.091,0.3146,5.6,1.0,2.0,-0.14,297.31543,40.874981,40.87486,0.35,0.0,0.0,1.0,1
0.0,2454966.211,0.613,7.40348,313170.0,0.1834,79.72,0.0353,80.79,1670.0,1838.11,3.8269,0.3071,8577.4,1.0,1.0,-0.48,299.71979,40.903961,40.90393967,-0.06986,0.0,1.0,0.0,1
0.0,2454965.551,0.879,2.9472,46829.0,1.0972,41.83,0.0533,85.14,1401.0,910.71,10.379,0.2918,290.7,1.0,1.0,-0.16,283.26172,41.08448,41.08446464,-0.1427,0.0,1.0,0.0,1
0.0,2454964.624,0.6759717647058824,2.29,53298.72588235294,1.00615,34.87705882352941,0.03335411764705882,66.49988235294119,1989.7411764705882,3728.91,4.009659988235295,0.28595882352941177,479.0835294117647,1.0,1.0,-0.19364705882352942,297.83493,41.058319,41.05871,0.85,0.0,0.0,0.0,1
1.0,2454965.172,0.068,3.548,142.8,1.43335,1.22,0.0757,89.76,1000.0,236.56,16.05,0.302,10.6,2.0,2.0,-0.12,298.19412,41.029331,41.02872,-0.39,0.0,1.0,0.0,1
0.0,2454966.963,0.832,4.751,417.6,0.34445,1.88,0.142,87.63,606.0,31.86,20.08,0.2787,19.7,1.0,1.0,-0.36,285.47504,48.034931,48.034955,0.29,0.0,1.0,0.0,0
0.0,2454967.876,3.219,3.4421,366900.0,11.47624,306.28,0.042,80.26,1155.0,419.47,19.04,0.2434,560.2,1.0,1.0,-0.16,290.66058,48.04615,43.63583373294117,-0.17462352941176465,0.0,1.0,0.0,1
0.0,2454965.571,0.399,2.7742,136140.0,1.63944,28.94,0.0273,86.66,1219.0,523.16,6.8532,0.2175,204.7,1.0,1.0,-0.28,293.74011,48.011501,48.01151066,0.2145,0.0,1.0,0.0,1
0.0,2454964.925,0.905,2.4676,137400.0,0.84091,38.24,0.0118,68.35,1834.0,2666.7,2.4521,0.3058,354.4,1.0,2.0,-0.96,296.64764,43.995041,43.99506304,-0.05404,0.0,1.0,0.0,1
0.0,2455007.066,0.4188,11.63,293.0,2.11112,3.46,1.3248,89.95,358.0,3.88,302.0,0.3142,11.3,1.0,2.0,-0.32,289.90967,48.489231,48.48879,-0.1,0.0,0.0,1.0,1
0.0,2454966.543,1.269,2.3512,3289.3,0.3122,30.76,0.0643,81.56,918.0,167.92,8.64,0.2787,120.4,1.0,1.0,-0.28,290.7988,48.483929,48.484059,-0.36,0.0,1.0,0.0,1
0.0,2454965.326,0.081,5.18,449.0,1.0322,2.25,0.1285,89.81,754.0,76.54,24.26,0.2844,6.0,1.0,1.0,0.14,297.47946,48.418571,48.41862,0.91,0.0,1.0,0.0,0
0.0,2454965.557,1.298,2.4329,4391.1,0.14862,92.61,0.0463,68.49,2965.0,18261.57,3.54,0.2915,257.5,1.0,1.0,0.07,298.27737,48.64082,48.6408129,-0.0776,0.0,1.0,0.0,1
0.0,2454965.944,1.265,4.8045,5021.3,0.03819,158.25,0.0318,51.71,2528.0,9631.57,2.042,0.2016,380.5,1.0,1.0,-0.42,296.20502,48.766811,48.7667762,0.63,0.0,1.0,0.0,1
0.0,2454998.072,0.4969,2.481,282.9,14.02573,0.9,0.1751,89.95,361.0,4.03,99.7,0.2435,7.7,4.0,3.0,-1.38,290.46512,47.92918,47.92965,-4.8,0.0,0.0,1.0,1
1.0,2454965.901,1.341,2.4777,1325.4,0.09385,73.82,0.069,74.76,1671.0,1846.9,5.104384,0.3423,23.6,2.0,1.0,0.08,289.87411,49.68549,49.687808,6.086,1.0,0.0,0.0,1
1.0,2454964.705,0.2428,2.8343,1128.4,1.52602,2.92,0.0493,88.81,1044.0,280.4,11.03,0.2466,43.1,4.0,2.0,0.02,296.38229,48.045311,48.045176,0.04,0.0,0.0,1.0,1
0.0,2455023.103,0.532,3.695,243.8,11.2457,1.39,0.4297,89.84,355.0,3.74,186.4,0.2622,15.8,3.0,1.0,0.02,287.24118,39.33276,39.3324,-0.7,0.0,1.0,0.0,0
0.0,2455214.407,0.733,5.487,355.7,8.4705,2.1,1.2207,89.91,252.0,0.95,462.0,0.302,10.5,1.0,1.0,-0.08,296.38904,43.85051,43.85059,0.4,0.0,1.0,0.0,1
0.0,2454970.593,0.548,6.152,176.3,0.26577,1.17,0.1002,87.49,728.0,66.51,12.53,0.2622,12.7,3.0,1.0,-0.02,286.39862,45.343529,45.34338,0.7,0.0,1.0,0.0,1
1.0,2454992.48,0.18,3.581,365.4,6.01651,1.37,0.1864,89.85,428.0,7.96,69.758129,0.1054,6.2,1.0,1.0,0.14,295.03033,42.983501,44.05979775294118,231.7,1.0,0.0,0.0,1
0.0,2454976.94,0.852,8.6122,174830.0,0.55585,75.88,0.1477,87.85,848.0,122.24,22.686,0.3105,1863.4,1.0,1.0,-0.34,289.11096,43.013641,43.01373227,0.2897,0.0,1.0,0.0,1
1.0,2454964.608,1.272,3.8559,9817.8,0.09547,40.32,0.0192,44.95,1809.0,2534.86,1.797,0.2979,397.6,1.0,1.0,-0.52,294.67804,43.199261,43.1976143,-10.996,0.0,1.0,0.0,1
0.0,2454981.667,0.675,5.08572,177000.0,2.38972,31.77,0.1207,88.88,544.0,20.7,34.48743,0.2337,3373.3,1.0,1.0,-0.62,296.45999,43.28553,43.28549151,0.1355,0.0,1.0,0.0,1
1.0,2455030.866,0.658,9.25,187.5,0.57486,3.76,0.5545,89.5,648.0,41.73,75.0,0.3189,12.9,1.0,1.0,-0.12,295.86908,43.997959,44.00238,0.74,0.0,1.0,0.0,1
0.0,2454966.302,0.599,4.14212,119350.0,0.82668,35.22,0.0483,86.15,1173.0,447.97,8.924,0.2965,1520.0,1.0,1.0,-0.3,295.8085,43.303108,43.30296903,-0.67024,0.0,1.0,0.0,1
0.0,2454965.743,1.653,3.5116,235100.0,2.28086,88.22,0.0307,79.15,1043.0,278.9,8.79,0.2787,386.0,1.0,1.0,-1.0,290.49683,43.49091,43.49090601,0.02499,0.0,1.0,0.0,1
1.0,2454968.179,0.224,2.159,115.1,4.08264,3.58,0.0689,89.28,2044.0,4131.88,17.75,0.3226,11.4,1.0,1.0,-0.12,298.84302,43.402031,43.40235,4.94,0.0,1.0,0.0,1
0.0,2454965.248,0.949,10.6988,119810.0,0.05268,172.66,0.0644,75.0,2547.0,9955.22,3.6659,0.2784,508.0,1.0,1.0,-0.18,298.47604,41.07991,41.0798333,-0.06197,0.0,1.0,0.0,1
0.0,2454965.198,1.321,2.2432,3670.4,0.16562,325.51,0.0234,46.8,3989.0,60020.95,1.929,0.1727,107.4,1.0,1.0,0.0,289.28741,41.264809,41.262809,4.87,0.0,1.0,0.0,1
1.0,2455029.195,0.173,24.312,1025.9,0.05762,2.15,0.3569,89.67,285.0,1.57,30.01,0.1142,37.6,2.0,3.0,-0.12,289.7261,39.272831,39.27234,0.34,0.0,1.0,0.0,1
0.0,2455142.146,0.0322,4.529,275.4,28.19682,5.37,1.0563,89.95,509.0,15.89,509.0,0.3179,10.1,2.0,2.0,-0.06,282.71991,41.519379,41.51956,0.71,0.0,0.0,1.0,1
0.0,2454965.872,0.622,3.357,117980.0,1.66545,38.85,0.0551,87.05,1218.0,521.12,12.0862,0.302,3665.4,2.0,1.0,-0.14,295.69138,48.90377,48.90366713,-0.0592,0.0,1.0,0.0,1
1.0,2454964.775,0.424,1.659,68.4,0.91541,0.42,0.0109,80.36,1377.0,849.52,2.532,0.2594,9.3,1.0,1.0,-1.52,295.81485,44.19334,44.19389,-6.6,0.0,1.0,0.0,1
1.0,2454964.687,0.276,2.169,186.2,1.00616,1.46,0.0239,86.43,1851.0,2769.8,4.42,0.302,11.4,2.0,3.0,-0.14,295.69138,48.90377,48.90607,-17.12,0.0,1.0,0.0,1
0.0,2455042.826,0.0094,6.394,133.8,17.60609,2.2,1.4647,89.95,354.0,3.73,638.2,0.3303,11.7,2.0,2.0,-0.1,291.57312,49.097771,49.09743,0.2,0.0,0.0,1.0,1
0.0,2454964.686,1.248,1.5528,3856.2,0.46033,31.12,0.0286,74.41,1352.0,791.38,4.64,0.2665,126.1,1.0,1.0,-0.4,294.45444,43.500511,43.500519,-0.218,0.0,1.0,0.0,1
1.0,2454974.112,0.895,7.6706,6155.3,0.04794,18.7,0.1013,82.25,1171.0,444.77,6.634,0.2904,239.5,1.0,1.0,-0.02,297.73981,43.510319,43.511386,0.422,0.0,1.0,0.0,1
1.0,2454969.026,1.243,5.5479,12867.0,0.11386,60.59,0.0903,81.21,1152.0,415.72,8.13,0.3105,231.4,1.0,1.0,-0.38,286.28693,43.61364,43.6144987,7.9613,0.0,1.0,0.0,1
0.0,2454971.725,1.124,3.4546,41770.0,1.1673,119.91,0.1012,86.16,1635.0,1689.12,16.78,0.3376,326.1,1.0,1.0,-0.04,298.81647,43.673321,43.67331498,0.0679,0.0,1.0,0.0,1
0.0,2454965.934,0.804,2.53163,72584.0,1.14048,105.22,0.0354,82.54,2796.0,14480.75,6.1944,0.3119,1594.1,2.0,1.0,-0.48,288.08749,43.876141,43.62016938,-0.1715647058823529,0.0,1.0,0.0,1
0.0,2454979.733,0.745,7.803,37980.0,0.24186,49.01,0.1368,87.19,1062.0,300.36,15.2034,0.2713,813.6,1.0,1.0,-0.14,289.97034,43.82053,43.8205029,-0.0299,0.0,1.0,0.0,1
0.0,2455007.39,0.714,6.278,523.2,6.86166,14.87,1.5302,89.91,424.0,7.67,457.0,0.1173,11.5,1.0,1.0,0.38,300.16159,43.992931,43.9929,0.01,0.0,1.0,0.0,1
1.0,2454965.874,1.253,6.8769,10939.0,0.02999,38.19,0.0311,48.5,1357.0,800.75,1.891,0.2676,364.0,1.0,1.0,-0.08,298.75574,43.964642,43.9637778,5.965,0.0,1.0,0.0,1
0.0,2454971.538,0.15,16.1937,332900.0,0.07008,182.09,0.0881,88.78,1356.0,800.41,7.0626,0.236,1767.3,1.0,1.0,-0.54,289.30081,41.526508,41.52649563,-0.12111,0.0,1.0,0.0,1
0.0,2454967.301,0.721,4.812,649.9,0.57811,4.07,0.1473,88.19,908.0,160.98,22.8,0.3105,20.6,3.0,1.0,-0.34,296.35944,41.574532,41.57452,-0.6,0.0,1.0,0.0,0
0.0,2454985.881,0.007,5.953,620.4,1.39791,3.73,0.2065,89.99,767.0,81.91,42.87,0.3105,17.9,3.0,2.0,-0.34,296.35944,41.574532,41.5745,-0.12,0.0,1.0,0.0,0
0.0,2454966.14,0.272,4.96038,87426.0,0.62378,52.18,0.0618,88.24,1678.0,1872.74,8.8597,0.3342,5784.8,1.0,1.0,-0.08,291.26416,41.74884,41.74885872,0.03934,0.0,1.0,0.0,1
1.0,2454967.024,0.616,2.297,86.0,2.3894,1.1,0.0732,88.02,1120.0,372.31,17.85,0.3103,9.8,1.0,1.0,-0.14,299.79675,44.163071,44.16409,4.02,0.0,1.0,0.0,1
0.0,2454966.628,0.366,6.33505,121540.0,0.40438,129.2,0.0814,87.65,2249.0,6048.96,8.93515,0.2989,8022.8,1.0,1.0,0.24,293.89642,41.831772,41.83176564,-0.0838,0.0,1.0,0.0,1
0.0,2454979.691,0.5968282352941175,2.09,16864.596470588236,10.875279999999997,12.910470588235295,0.1480670588235294,88.55717647058823,650.0588235294117,59.904470588235284,42.58449235294118,0.25926000000000005,313.3611764705882,1.0,4.0,-0.12941176470588237,287.91104,42.014042,42.01328,1.5,0.0,0.0,0.0,1
1.0,2454964.906,0.492,1.117,275.6,2.30804,1.06,0.0106,80.97,1363.0,819.89,3.14,0.069,10.1,1.0,1.0,0.26,286.1767,42.196529,42.177618,78.46,0.0,1.0,0.0,1
1.0,2454966.865,0.806,0.9938,347.6,9.9501,1.84,0.051,87.98,1010.0,246.11,22.868989,0.2521,4.0,1.0,1.0,-0.3,296.20621,49.47205,49.47004,1.79,1.0,0.0,0.0,1
0.0,2454987.697,1.137,6.9735,184070.0,4.7136,89.96,0.3487,89.41,484.0,12.95,110.83,0.3058,933.5,1.0,1.0,-0.26,291.73993,49.570808,49.5707696,0.0026,0.0,1.0,0.0,1
0.0,2454966.229,1.193,17.302,114.3,0.00582,25.56,0.0369,8.54,1674.0,1860.02,1.206,0.3179,41.7,1.0,1.0,-0.3,296.40967,43.876019,43.87584,1.6,0.0,1.0,0.0,1
0.0,2455018.018,0.0431,10.2,253.4,4.87721,4.91,1.5755,89.95,330.0,2.82,447.0,0.2118,7.7,2.0,2.0,0.02,291.72916,38.070019,38.06842,-2.5,0.0,0.0,1.0,1
0.0,2454966.387,0.004,6.03,32609.0,0.28609,32.36,0.0543,89.96,1565.0,1418.08,6.8586,0.2998,674.9,1.0,1.0,-0.58,297.31537,49.706081,49.70599975,0.0,0.0,1.0,0.0,1
0.0,2454966.775,0.463,14.0841,841900.0,0.11474,221.55,0.051,83.8,1833.0,2671.63,4.2895,0.3264,710.9,1.0,1.0,-0.36,286.90445,44.005508,44.00549501,0.0522,0.0,1.0,0.0,1
0.0,2454966.221,1.313,1.7084,1941.7,0.17055,180.8,0.0557,70.33,4607.0,106664.85,3.9,0.2933,45.8,1.0,1.0,0.21,292.61746,44.002048,44.002047,-0.649,0.0,1.0,0.0,1
0.0,2454984.552,1.247,5.5924,13858.0,0.28219,32.56,0.1437,86.31,552.0,21.93,19.36,0.2665,343.5,1.0,1.0,-0.4,292.63339,44.001839,44.00184,0.123,0.0,1.0,0.0,1
0.0,2454965.909,1.271,3.5943,2533.7,0.04516,31.58,0.0393,62.0,1206.0,501.88,2.71,0.2676,111.3,1.0,1.0,-0.08,292.84973,44.060638,44.061279,5.93,0.0,1.0,0.0,1
0.0,2454965.16,0.368,6.4649,36133.0,0.18285,16.73,0.047,86.12,1113.0,362.07,5.438,0.2865,310.0,1.0,1.0,-0.52,290.89172,44.16885,44.1687803,0.0156,0.0,1.0,0.0,1
1.0,2454970.988,1.205,4.4389,465.3,0.01141,21.3,0.0751,68.62,884.0,144.83,3.3,0.2965,59.5,1.0,1.0,-0.3,291.27151,44.376362,44.364054,10.52,0.0,1.0,0.0,1
0.0,2454967.775,0.019,4.11466,69923.0,0.83079,35.71,0.047,89.86,1465.0,1086.97,8.1798,0.305,731.2,1.0,1.0,-0.04,300.09155,44.41481,44.41481299,0.5361,0.0,1.0,0.0,1
1.0,2455029.132,0.213,22.08,530.4,0.07349,1.93,0.4014,89.63,348.0,3.48,32.55,0.224,25.4,2.0,3.0,0.21,289.7439,39.286301,39.28612,-1.26,0.0,1.0,0.0,1
0.0,2455077.486,0.013,7.844,645.1,7.35662,230.33,1.2548,90.0,1406.0,923.0,393.0,-0.1206,16.4,1.0,2.0,0.04,296.76535,42.404987,42.40438,-0.6,0.0,1.0,0.0,1
0.0,2454964.914,0.336,5.45573,499990.0,0.40668,128.17,0.0288,84.75,2517.0,9460.59,3.6746,0.3349,899.3,1.0,1.0,-0.46,288.82379,42.602341,42.60231284,0.0483,0.0,1.0,0.0,1
0.0,2454966.087,0.7704435294117646,2.52,12280.768235294117,2.886530117647059,31.16705882352941,0.08126235294117648,82.49176470588236,1076.0823529411764,1132.077882352941,18.157522023529413,0.2659376470588235,94.38705882352942,1.0,1.0,-0.2036470588235294,292.20297,42.640499,42.640473,-13.9,0.0,0.0,0.0,1
0.0,2454966.172,0.639,4.02594,286810.0,1.11048,61.16,0.0362,85.19,1221.0,524.18,7.6209,0.1959,1550.9,1.0,1.0,0.02,295.13705,42.646999,42.64701217,-0.10645,0.0,1.0,0.0,1
0.0,2454964.584,0.608,2.1988,96134.0,1.99996,19.36,0.0225,84.63,1133.0,390.1,6.491,0.2386,312.3,1.0,1.0,-1.1,281.59381,42.710011,42.71004502,-0.3537,0.0,1.0,0.0,1
0.0,2454965.043,1.008,3.6347,29236.0,0.50373,29.32,0.0607,83.96,1042.0,278.69,9.58,0.2965,393.9,1.0,1.0,-0.34,297.02438,49.89217,49.8921983,0.031,0.0,1.0,0.0,1
0.0,2454968.03,0.95,3.10316,25015.0,0.51183,28.11,0.0521,82.74,1389.0,880.12,7.519,0.311,584.8,1.0,1.0,-0.16,293.48392,50.12513,50.125106,0.042,0.0,1.0,0.0,1
0.0,2454965.654,0.548,4.60837,362330.0,0.5939,66.06,0.0281,83.16,1475.0,1121.32,4.5972,0.2622,1967.2,1.0,1.0,0.0,297.3342,50.311138,50.31128248,0.51702,0.0,1.0,0.0,1
0.0,2454964.568,0.5271705882352941,0.91,48034.638823529414,0.00864,19.249529411764705,0.04669411764705882,83.71741176470589,1299.2,676.51,7.233988588235294,0.25999411764705876,387.8282352941177,1.0,1.0,-0.19847058823529412,290.55728,50.832722,50.832847,0.04,0.0,0.0,0.0,1
0.0,2454968.469,0.065,5.21924,108890.0,0.84758,32.33,0.0639,89.7,957.0,198.07,12.365353,0.2396,1797.6,1.0,1.0,-0.14,298.38272,44.61557,44.61553394,-0.145,0.0,1.0,0.0,1
1.0,2454967.652,0.783,2.0101,19796.0,2.44756,9.96,0.0421,86.49,765.0,80.95,12.77,0.0833,166.0,1.0,1.0,-0.34,298.57599,44.683788,44.6830637,-0.519,0.0,1.0,0.0,1
1.0,2454965.635,1.128,5.4958,9876.3,0.03999,26.11,0.0248,49.91,1419.0,960.51,1.751,0.2396,415.0,1.0,1.0,-0.14,301.09857,44.76059,44.7598659,6.888,0.0,1.0,0.0,1
0.0,2454965.723,1.022,3.4851,3153.1,0.17355,22.09,0.0968,84.05,1190.0,474.05,9.871,0.3023,427.6,1.0,1.0,-0.2,294.3335,44.870853,44.8708669,-0.042,0.0,1.0,0.0,1
0.0,2454969.869,0.002,5.1339,40110.0,0.57429,23.34,0.0646,89.99,1202.0,492.27,9.71993,0.3103,506.4,1.0,1.0,-0.06,291.84222,45.2393,45.2393181,-0.035,0.0,1.0,0.0,1
0.0,2454970.342,0.822,5.06514,43491.0,0.42237,37.51,0.0899,86.03,1225.0,531.63,11.8819,0.318,4638.1,1.0,1.0,-0.2,299.39795,45.31823,45.3179904,0.1224,0.0,1.0,0.0,1
0.0,2455149.92,0.798,8.8452,100160.0,4.29723,33.81,0.7968,89.82,270.0,1.25,251.92,0.2711,616.3,2.0,1.0,-0.22,290.38962,45.681438,45.6815069,0.857,0.0,1.0,0.0,1
0.0,2455149.918,0.928,8.8577,31778.0,1.74186,25.56,0.8276,89.71,296.0,1.81,186.4,0.2889,154.7,2.0,1.0,-0.08,290.39124,45.68161,45.6815209,-3.906,0.0,1.0,0.0,1
0.0,2455003.332,0.1865,1.225,184.4,443.42603,1.97,0.448,89.95,525.0,17.96,609.0,0.3158,6.9,1.0,2.0,-0.2,288.72083,42.71698,42.71672,0.6,0.0,0.0,1.0,1
0.0,2455048.019,0.0158,7.607,1020.0,3.81147,3.73,0.6787,89.95,364.0,4.17,188.6,0.3091,12.5,2.0,1.0,0.21,291.34805,42.79454,42.79437,-1.03,0.0,0.0,1.0,1
0.0,2455031.119,0.4081858823529412,2.5,16219.52588235294,20.23791082352941,11.80070588235294,0.4965694117647059,89.7095294117647,448.56470588235294,20.341764705882355,183.0808941176471,0.23904117647058823,218.55176470588236,2.0,2.0,-0.054000000000000006,291.34805,42.79454,42.79488,0.8,0.0,0.0,0.0,1
0.0,2454975.596,0.895,6.276,45966.0,0.28187,44.08,0.1082,85.89,1128.0,383.45,12.47,0.318,34.2,1.0,1.0,-0.24,283.60733,43.004189,43.00419107,-0.1861,0.0,1.0,0.0,1
0.0,2454981.928,0.3788,16.45,105.4,0.23528,1.13,0.5471,89.95,373.0,4.57,65.8,0.2931,6.0,1.0,2.0,-0.24,296.85583,43.058311,43.05801,0.4,0.0,0.0,1.0,1
0.0,2454971.184,1.296,23.85,1056.2,0.00075,51.47,0.0948,37.1,1104.0,350.59,1.625,0.3025,272.8,1.0,1.0,-0.42,295.91998,43.28175,43.281794,-0.03,0.0,1.0,0.0,1
0.0,2454965.25,0.99,1.7543,12319.0,0.79128,32.99,0.0309,79.11,2100.0,4584.55,5.24,0.3105,238.9,1.0,1.0,-0.28,296.41437,51.162006,51.1620756,0.2045,0.0,1.0,0.0,1
0.0,2454972.162,1.169,2.4462,29862.0,4.19797,145.18,0.1473,88.15,1552.0,1370.6,36.3,0.2566,86.5,1.0,1.0,-0.16,296.01483,51.34697,51.3470961,0.3545,0.0,1.0,0.0,1
1.0,2454973.12,0.439,2.371,76.4,5.40557,1.03,0.1006,89.25,925.0,172.97,33.4,0.302,10.4,1.0,1.0,-0.12,296.27393,44.010441,43.99527,-29.6,0.0,1.0,0.0,1
0.0,2454972.442,0.2431,1.19,501.0,839.05347,2.29,0.621,89.95,349.0,3.51,1095.5,0.3005,4.7,2.0,2.0,-0.16,292.60025,37.832069,37.83221,2.4,0.0,0.0,1.0,1
0.0,2454969.762,0.99,2.55435,12978.0,1.84573,25.33,0.1211,87.86,921.0,170.01,26.47,0.3138,2126.1,1.0,1.0,0.1,293.09286,45.691841,45.6918326,0.0228,0.0,1.0,0.0,1
0.0,2454965.25,0.426,2.6002,173010.0,9.168,23.96,0.0661,89.24,594.0,29.41,32.18,0.1554,297.2,1.0,1.0,-0.86,294.66852,45.966431,45.966473,0.041,0.0,1.0,0.0,1
0.0,2454968.014,1.092,4.5905,74177.0,0.78916,42.29,0.0755,85.56,798.0,96.12,14.12,0.2787,613.1,1.0,1.0,-0.38,294.17896,46.188431,46.1892153,0.0392,0.0,1.0,0.0,1
1.0,2454965.1,0.864,7.464,9482.0,0.10438,10.85,0.1192,85.53,728.0,66.24,11.09,0.2711,98.1,1.0,1.0,-0.2,299.60898,46.115662,46.123204,2.309,0.0,1.0,0.0,1
0.0,2454965.925,0.258,3.94804,94124.0,1.6165,29.98,0.0658,88.98,1009.0,245.42,14.4118,0.2844,1117.0,1.0,1.0,0.07,291.85846,46.386452,46.38642534,-0.1369,0.0,1.0,0.0,1
0.0,2454964.923,1.162,3.3465,38832.0,0.49846,38.37,0.0416,79.9,1108.0,356.42,6.62,0.2865,249.4,1.0,1.0,-0.4,297.35962,46.343552,46.3435387,0.0004,0.0,1.0,0.0,1
0.0,2454967.319,0.7,4.26585,205700.0,1.50506,59.2,0.0635,87.14,1112.0,361.15,14.002,0.2916,2200.0,1.0,1.0,-0.22,290.99643,43.458752,43.45874186,-0.0386,0.0,1.0,0.0,1
0.0,2454968.937,0.156,5.342,334.0,1.11206,3.47,0.161,89.69,1014.0,249.43,28.45,0.3189,16.6,1.0,1.0,-0.1,299.44345,43.449886,43.453686,18.44,0.0,1.0,0.0,1
0.0,2454982.822,0.4533682352941177,2.52,11611.590588235294,31.91567270588236,15.68929411764706,0.6941388235294117,89.74129411764706,376.4235294117647,12.225999999999997,223.20182249411764,0.2620282352941177,120.87529411764706,2.0,2.0,-0.0963529411764706,295.97079,43.52969,43.52931,-1.6,0.0,0.0,0.0,1
1.0,2454965.843,1.243,3.7294,2373.0,0.06524,1192.79,0.0761,74.9,4097.0,66631.18,4.77,0.0464,122.3,2.0,1.0,-0.26,296.98563,43.581352,43.5813942,0.207,0.0,1.0,0.0,1
0.0,2454967.053,0.104,2.407,1337.2,8.01064,5.41,0.1016,89.85,895.0,151.44,39.81,0.1923,16.2,2.0,2.0,0.21,297.21216,43.643719,43.64372,0.15,0.0,1.0,0.0,0
0.0,2454968.289,0.064,2.135,1058.4,6.25015,4.81,0.0678,89.85,1095.0,340.06,24.45,0.1923,15.3,2.0,1.0,0.21,297.21216,43.643719,43.64367,-0.63,0.0,1.0,0.0,0
0.0,2454966.349,0.002,6.8091,73081.0,0.2068,21.37,0.0453,89.98,1017.0,253.21,5.5041,0.2521,350.4,1.0,1.0,-0.3,283.06628,43.743591,43.7435045,-0.10739,0.0,1.0,0.0,1
0.0,2455133.723,0.642,8.419,1657.8,1.62078,3.23,0.6477,89.76,234.0,0.71,156.1,0.1451,25.9,2.0,1.0,0.16,287.30283,39.289688,39.28919,0.24,0.0,1.0,0.0,0
1.0,2454965.666,0.583,10.539,135.8,0.02316,1.11,0.0585,79.6,1016.0,251.99,3.23,0.2676,17.8,2.0,1.0,-0.08,291.87799,41.769581,41.76982,-0.5,0.0,1.0,0.0,1
0.0,2455055.588,1.4737882352941176,1.92,18342.68588235294,42.181024,360.9001176470588,0.4121788235294118,89.53623529411765,446.5764705882353,21.728823529411763,166.65449882352942,0.24870588235294114,338.024705882353,2.0,2.0,-0.14588235294117646,295.62469,42.545898,42.54612,0.7,0.0,0.0,0.0,1
0.0,2454967.395,0.448,3.35989,203490.0,3.57384,28.96,0.0578,88.71,717.0,62.47,19.932,0.2386,1284.0,1.0,1.0,-0.76,293.54028,46.437279,46.43727749,-0.01,0.0,1.0,0.0,1
1.0,2454968.852,0.027,7.5348,2672.9,0.19279,4.13,0.0786,89.83,777.0,86.01,9.016,0.2396,70.1,1.0,1.0,-0.08,298.79437,46.680771,46.679891,-1.04,0.0,1.0,0.0,1
